Company,Valuation,Industry,City,Country,Continent,Funding,Select Investors
Dune Analytics,1000000000,Data management & analytics,Oslo,Norway,Europe,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
Dxy.cn,1000000000,Health,Hangzhou,China,Asia,682000000,"Tencent Holdings, DCM Ventures"
EBANX,1000000000,Fintech,Curitiba,Brazil,South America,460000000,"FTV Capital, Endeavor"
EcoFlow,1000000000,Hardware,Shenzhen,China,Asia,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
Electric,1000000000,Cybersecurity,New York,United States,North America,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
Emerging Markets Property Group,1000000000,Other,Dubai,United Arab Emirates,Asia,279000000,"OLX Group, KCK Group, EXOR Seeds"
Esusu,1000000000,Fintech,New York,United States,North America,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
Evidation,1000000000,Health,San Mateo,United States,North America,259000000,"B Capital Group,, GE Ventures, McKesson Ventures"
Expel,1000000000,Cybersecurity,Herndon,United States,North America,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners"
Fabric,1000000000,"Supply chain, logistics, & delivery",New York,United States,North America,294000000,"Innovation Endeavors, Aleph, Temasek"
Feedzai,1000000000,Artificial intelligence,San Mateo,United States,North America,277000000,"Global Founders Capital, Shea Ventures, Greycroft"
Fever Labs,1000000000,Internet software & services,New York,United States,North America,299000000,"Accel, 14W, GS Growth"
Fiture,1000000000,Health,Chengdu,China,Asia,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
FLASH,1000000000,Fintech,Austin,United States,North America,314000000,"L Catterton, Trellis Partners, Vista Equity Partners"
Flash Express,1000000000,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital"
FlashEx,1000000000,"Supply chain, logistics, & delivery",Beijing,China,Asia,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management"
Fractal Analytics,1000000000,Data management & analytics,Mumbai,India,Asia,685000000,"TPG Capital, Apax Partners, TA Associates"
Freshbooks,1000000000,Fintech,Toronto,Canada,North America,156000000,"Accomplice, Oak Investment Partners, Georgian Partners"
FXiaoKe,1000000000,Mobile & telecommunications,Beijing,China,Asia,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
Gauntlet Networks,1000000000,Fintech,New York,United States,North America,45000000,"Polychain Capital, Paradigm, Ribbit Capital"
Geek+,1000000000,Hardware,Beijing,China,Asia,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Gelato,1000000000,E-commerce & direct-to-consumer,Oslo,Norway,Europe,269000000,"Greylock Partners, Google Ventures, BlackRock"
Glia,1000000000,Fintech,New York,United States,North America,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital"
GO1,1000000000,Internet software & services,Brisbane,Australia,Oceania,284000000,"Y Combinator, M12, SEEK"
Groq,1000000000,Artificial intelligence,Mountain View,United States,North America,362000000,"TDK Ventures, Social Capital, D1 Capital Partners"
Hailo,1000000000,Artificial intelligence,Tel Aviv,Israel,Asia,221000000,"Glory Ventures, Maniv Mobility"
Haomao.AI,1000000000,Artificial Intelligence,Beijing,China,Asia,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
Hasura,1000000000,Internet software & services,Bengaluru,India,Asia,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE"
HAYDON,1000000000,Consumer & retail,Shanghai,China,Asia,100000000,"Tencent Holdings, Hillhouse Capital Management"
Heyday,1000000000,E-commerce & direct-to-consumer,Chicago,United States,North America,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,1000000000,Mobile & telecommunications,Espoo,Finland,Europe,330000000,Ginko Ventures
Hotmart,1000000000,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,1000000000,Edtech,Beijing,China,Asia,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,1000000000,Fintech,San Francisco,United States,North America,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,1000000000,Fintech,Denver,United States,North America,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,1000000000,Artificial intelligence,Shenzhen,China,Asia,200000000,"Tencent, Vcanbio"
iFood,1000000000,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,592000000,"Movile, Just Eat, Naspers"
InFarm,1000000000,Other,Berlin,Germany,Europe,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,1000000000,Mobile & telecommunications,Vodnjan,Croatia,Europe,200000000,One Equity Partners
Injective Protocol,1000000000,Fintech,New York,United States,North America,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
Intellifusion,1000000000,Artificial intelligence,Shenzhen,China,Asia,173000000,"BOC International, TopoScend Capital, Hongxiu VC"
Interos,1000000000,Fintech,Arlington,United States,North America,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
Iodine Software,1000000000,Data management & analytics,Austin,United States,North America,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
JoyTunes,1000000000,Edtech,Tel Aviv,Israel,Asia,92000000,"Genesis Partners, Aleph, Insight Partners"
Kendra Scott,1000000000,Consumer & retail,Austin,United States,North America,Unknown,"Berkshire Partners, Norwest Venture Partners"
Kitopi,1000000000,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,504000000,"CE-Ventures, BECO Capital, Nordstar"
KnowBox,1000000000,Edtech,Beijing,China,Asia,306000000,"TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,1000000000,Consumer & retail,Jakarta,Indonesia,Asia,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,1000000000,E-commerce & direct-to-consumer,Shenzhen,China,Asia,130000000,"5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,1000000000,Internet software & services,New York,United States,North America,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,1000000000,Internet software & services,Scottsdale,United States,North America,205000000,"Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,1000000000,Health,Dublin,Ireland,Europe,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
Licious,1000000000,E-commerce & direct-to-consumer,Bengaluru,India,Asia,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
LinkDoc Technology,1000000000,Health,Beijing,China,Asia,253000000,"China Investment Corporation, New Enterprise Associates"
Locus Robotics,1000000000,Hardware,Wilmington,United States,North America,299000000,"Scale Venture Partners, Bond, Tiger Global Management"
Lookout,1000000000,Cybersecurity,San Francisco,United States,North America,282000000,"Accel Partners, Greylock Partners, Lowercase Capital"
Lydia,1000000000,Fintech,Paris,France,Europe,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings"
MadeiraMadeira,1000000000,E-commerce & direct-to-consumer,Parana,Brazil,South America,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+"
Maimai,1000000000,Mobile & telecommunications,Beijing,China,Asia,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures"
Mammoth Biosciences,1000000000,Health,Brisbane,United States,North America,265000000,"NFX, Plum Alley, Mayfield"
Masterworks,1000000000,Fintech,New York,United States,North America,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
Maven Clinic,1000000000,Health,New York,United States,North America,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
MediaMath,1000000000,Internet software & services,New York,United States,North America,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund"
Meero,1000000000,Artificial intelligence,Paris,France,Europe,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital"
Mensa Brands,1000000000,Other,Bengaluru,India,Asia,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners"
Mia.com,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures"
Minio,1000000000,Data management & analytics,Palo Alto,United States,North America,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
Mobvoi,1000000000,Consumer & retail,Beijing,China,Asia,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
Moka,1000000000,Internet software & services,Beijing,China,Asia,144000000,"GGV Capital, GSR Ventures, FreesFund"
Momenta,1000000000,Artificial intelligence,Beijing,China,Asia,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
Morning Consult,1000000000,Internet software & services,Washington DC,United States,North America,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
Movile,1000000000,Mobile & telecommunications,Sao Paulo,Brazil,South America,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Mux,1000000000,Internet software & services,San Francisco,United States,North America,174000000,"Accel, Cobalt Capital, Andreessen Horowitz"
Nature's Fynd,1000000000,Other,Chicago,United States,North America,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Newlink Group,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,655000000,"JOY Capital, NIO Capital, Blueflame Capital"
News Break,1000000000,Internet software & services,Mountain View,United States,North America,151000000,"IDG Capital, Francisco Partners, ZhenFund"
Newsela,1000000000,Internet software & services,New York,United States,North America,172000000,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
NIUM,1000000000,Fintech,,Singapore,Asia,285000000,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
NoBroker,1000000000,Internet software & services,Bengaluru,India,Asia,424000000,"General Atlantic, Elevation Capital, BEENEXT"
Noname Security,1000000000,Cybersecurity,Palo Alto,United States,North America,220000000,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
Numbrs,1000000000,Fintech,Zurich,Switzerland,Europe,105000000,"Investment Corporation of Dubai, Centralway"
Omada Health,1000000000,Health,San Francisco,United States,North America,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Omio,1000000000,Travel,Berlin,Germany,Europe,396000000,"Lakestar, Battery Ventures, New Enterprise Associates"
ONE,1000000000,Internet software & services,,Singapore,Asia,515000000,"Temasek, Guggenheim Investments, Qatar Investment Authority"
OpenWeb,1000000000,Internet software & services,New York,United States,North America,223000000,"Insight Partners, AltaIR Capital, Norma Investments"
Orbbec Technology,1000000000,Hardware,Shenzhen,China,Asia,200000000,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
Orca Bio,1000000000,Health,Menlo Park,United States,North America,192000000,"Lightspeed Venture Partners, Data Collective, 8VC"
Orchard,1000000000,Fintech,New York,United States,North America,252000000,"Accomplice, Juxtapose, FirstMark Capital"
Owkin,1000000000,Artificial Intelligence,New York,United States,North America,254000000,"Google Ventures, Cathay Innovation, NJF Capital"
PandaDoc,1000000000,Internet software & services,San Francisco,United States,North America,51000000,"Rembrandt Venture Partners, M12, Altos Ventures"
Pat McGrath Labs,1000000000,Consumer & retail,New York,United States,North America,60000000,"One Luxury Group, Eurazeo"
PatSnap,1000000000,Internet software & services,,Singapore,Asia,352000000,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Payhawk,1000000000,Fintech,London,United Kingdom,Europe,239000000,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
Pentera,1000000000,Cybersecurity,Petah Tikva,Israel,Asia,190000000,"AWZ Ventures, Blackstone, Insight Partners"
Pet Circle,1000000000,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,125000000,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
PicsArt,1000000000,Mobile & telecommunications,San Francisco,United States,North America,195000000,"Sequoia Capital, DCM Ventures, Insight Partners"
PLACE,1000000000,Internet software & services,Bellingham,United States,North America,100000000,"Goldman Sachs Asset Management, 3L"
Placer.ai,1000000000,Artificial intelligence,Los Altos,United States,North America,166000000,"Fifth Wall Ventures, JBV Capital, Array Ventures"
Playco,1000000000,Other,Tokyo,Japan,Asia,140000000,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
Poizon,1000000000,Mobile & telecommunications,Shanghai,China,Asia,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital"
PPRO,1000000000,Fintech,London,United Kingdom,Europe,370000000,"Wellington Management, Eurazeo, Citi Ventures"
Printful,1000000000,Other,Charlotte,United States,North America,130000000,Bregal Sagemount
Quantum Metric,1000000000,Data management & analytics,Colorado Springs,United States,North America,226000000,"Insight Partners, Bain Capital Ventures"
Quizlet,1000000000,Edtech,San Francisco,United States,North America,62000000,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,1000000000,Internet software & services,San Francisco,United States,North America,273000000,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,1000000000,Consumer & retail,Berlin,Germany,Europe,167000000,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,1000000000,Other,Fort Mill,United States,North America,250000000,"Silver Lake Partners, General Atlantic"
REEF Technology,1000000000,"Supply chain, logistics, & delivery",Miami,United States,North America,2000000000,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,1000000000,Cybersecurity,Tampa,United States,North America,330000000,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,1000000000,Other,Manila,Philippines,Asia,15000000,"K2 Global, 500 Startups"
Rothy's,1000000000,Consumer & retail,San Francisco,United States,North America,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,1000000000,Fintech,London,United Kingdom,Europe,1000000000,"Tiger Global Management, Hedosophia"
Savage X Fenty,1000000000,E-commerce & direct-to-consumer,El Segundo,United States,North America,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,1000000000,Fintech,Milan,Italy,Europe,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,1000000000,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,273000000,"Atomico, NGP Capital, Google Ventures"
Sentry,1000000000,Other,San Francisco,United States,North America,127000000,"New Enterprise Associates, Accel, Bond"
Shield AI,1000000000,Artificial intelligence,San Diego,United States,North America,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,1000000000,Artificial intelligence,Paris,France,Europe,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,1000000000,"Supply chain, logistics, & delivery",Chicago,United States,North America,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,1000000000,"Supply chain, logistics, & delivery",San Francisco,United States,North America,154000000,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,1000000000,Fintech,El Segundo,United States,North America,163000000,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,1000000000,Artificial intelligence,San Francisco,United States,North America,157000000,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,1000000000,"Supply chain, logistics, & delivery",Redwood City,United States,North America,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,1000000000,Fintech,Bengaluru,India,Asia,249000000,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,1000000000,Fintech,New York,United States,North America,161000000,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,1000000000,Internet software & services,Chicago,United States,North America,255000000,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,1000000000,Internet software & services,San Mateo,United States,North America,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,1000000000,Artificial intelligence,Palo Alto,United States,North America,135000000,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,1000000000,Internet software & services,Cambridge,United States,North America,172000000,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,1000000000,Artificial intelligence,Santa Clara,United States,North America,215000000,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,1000000000,Internet software & services,San Jose,United States,North America,114000000,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,1000000000,Artificial intelligence,San Francisco,United States,North America,239000000,"CRV, Y Combinator, Initialized Capital"
Stytch,1000000000,Cybersecurity,San Francisco,United States,North America,126000000,"Index Ventures, Benchmark, Thrive Capital"
Swile,1000000000,Fintech,Montpellier,France,Europe,326000000,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,1000000000,Mobile & telecommunications,Milpitas,United States,North America,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,1000000000,E-commerce & direct-to-consumer,El Segundo,United States,North America,336000000,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,1000000000,Artificial intelligence,Toronto,Canada,North America,235000000,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,1000000000,Hardware,Beijing,China,Asia,623000000,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,1000000000,Internet software & services,Shanghai,China,Asia,151000000,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,1000000000,E-commerce & direct-to-consumer,Austin,United States,North America,257000000,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,1000000000,Health,New York,United States,North America,210000000,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
Thought Machine,1000000000,Fintech,London,United Kingdom,Europe,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital"
Timescale,1000000000,Internet software & services,New York,United States,North America,181000000,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
Tractable,1000000000,Artificial intelligence,London,United Kingdom,Europe,120000000,"Insight Partners, Ignition Partners, Georgian Partners"
Tresata,1000000000,Fintech,Charlotte,United States,North America,51000000,GCP Capital Partners
TrialSpark,1000000000,Health,New York,United States,North America,156000000,"Sequoia Capital, Thrive Capital, Sound Ventures"
TrueLayer,1000000000,Fintech,London,United Kingdom,Europe,271000000,"Anthemis, Connect Ventures, Northzone Ventures"
Unico,1000000000,Artificial intelligence,Sao Paulo,Brazil,South America,237000000,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
Vagaro,1000000000,Internet software & services,Dublin,United States,North America,163000000,FTV Capital
Vedantu,1000000000,Edtech,Bengaluru,India,Asia,292000000,"Accel, Tiger Global Management, Omidyar Network"
Veev,1000000000,Internet software & services,San Mateo,United States,North America,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures"
Vise,1000000000,Fintech,New York,United States,North America,128000000,"Sequoia Capital, Founders Fund, Bling Capital"
Visier,1000000000,Internet software & services,Vancouver,Canada,North America,217000000,"Foundation Capital, Summit Partners, Adams Street Partners"
VOI,1000000000,Travel,Stockholm,Sweden,Europe,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital"
Vox Media,1000000000,Internet software & services,Washington,United States,North America,308000000,"Accel Partners, Comcast Ventures, General Atlantic"
VTS,1000000000,Internet software & services,New York,United States,North America,187000000,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
Watershed,1000000000,Internet software & services,San Francisco,United States,North America,70000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
Weights & Biases,1000000000,Internet software & services,San Francisco,United States,North America,200000000,"Coatue Management, Insight Partners, Trinity Ventures"
WeLab,1000000000,Fintech,,Hong Kong,Asia,871000000,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Womai,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,330000000,"SAIF Partners China, Baidu, IDG Capital"
Wrapbook,1000000000,Fintech,New York,United States,North America,131000000,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
Xendit,1000000000,Fintech,Jakarta,Indonesia,Asia,215000000,"Accel, Y Combinator, Amasia"
XForcePlus,1000000000,Internet software & services,Shanghai,China,Asia,200000000,"Eastern Bell Capital, Danhua Capital, MSA Capital"
YH Global,1000000000,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,182000000,"Co-Energy Finance, Grandland"
YipitData,1000000000,Internet software & services,New York,United States,North America,492000000,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
Yunxuetang,1000000000,Edtech,Suzhou,China,Asia,389000000,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Zhaogang,1000000000,E-commerce & direct-to-consumer,Shanghai,China,Asia,379000000,"K2 Ventures, Matrix Partners China, IDG Capital"
Zhuan Zhuan,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,990000000,"58.com, Tencent Holdings"
Zihaiguo,1000000000,Consumer & retail,Chongqing,China,Asia,80000000,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
Zopa,1000000000,Fintech,London,United Kingdom,Europe,792000000,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Zwift,1000000000,E-commerce & direct-to-consumer,Long Beach,United States,North America,620000000,"Novator Partners, True, Causeway Media Partners"
